title,address,city,state,postal_code,price,facts and features,real estate provider,url
Townhouse for sale,,Houston,TX,77036,"$98,000","2 bds, 1.0 ba ,976 sqft",Midland Realty Group,https://www.zillow.com/homedetails/6602-Harbor-Town-Dr-APT-302-Houston-TX-77036/28430207_zpid/
Townhouse for sale,,Houston,TX,77036,"$69,500","2 bds, 2.0 ba ,1164 sqft",RE/MAX Fine Properties,https://www.zillow.com/homedetails/10211-Sugar-Branch-Dr-APT-428-Houston-TX-77036/28419788_zpid/
Townhouse for sale,,Houston,TX,77036,"$82,000","1 bds, 2.0 ba ,960 sqft",REALM Real Estate Professional,https://www.zillow.com/homedetails/9901-Sharpcrest-St-APT-D1-Houston-TX-77036/28269102_zpid/
Townhouse for sale,,Houston,TX,77036,"$74,500","3 bds, 2.0 ba ,1381 sqft",RE/MAX United,https://www.zillow.com/homedetails/7918-Prestwood-Dr-APT-7-Houston-TX-77036/28302342_zpid/
House for sale,,Houston,TX,77036,"$238,000","3 bds, 2.0 ba ,2064 sqft",Daytown International LLC,https://www.zillow.com/homedetails/9507-Langdon-Ln-Houston-TX-77036/28072785_zpid/
House for sale,,Houston,TX,77036,"$234,500","3 bds, 2.0 ba ,1784 sqft",Vip Realty,https://www.zillow.com/homedetails/8007-Concho-St-Houston-TX-77036/28071358_zpid/
Condo for sale,,Houston,TX,77036,"$76,000","2 bds, 2.0 ba ,870 sqft",Better Homes and Gardens Real Estate Gary Greene,https://www.zillow.com/homedetails/7510-Hornwood-Dr-APT-207E-Houston-TX-77036/2079897076_zpid/
House for sale,,Houston,TX,77036,"$320,000","3 bds, 4.0 ba ,2316 sqft",Lyn Realty,https://www.zillow.com/homedetails/7206-Laguna-Villas-Houston-TX-77036/70303685_zpid/
House for sale,,Houston,TX,77036,"$185,000","3 bds, 2.0 ba ,1949 sqft",JLA Realty,https://www.zillow.com/homedetails/9503-Oregano-Cir-Houston-TX-77036/28307535_zpid/
Townhouse for sale,,Houston,TX,77036,"$45,000","2 bds, 1.0 ba ,994 sqft",Champions Real Estate Group,https://www.zillow.com/homedetails/10211-Sugar-Branch-Dr-APT-342-Houston-TX-77036/28419658_zpid/
Townhouse for sale,,Houston,TX,77036,"$99,800","2 bds, 2.0 ba ,1103 sqft",Steel Door Realty,https://www.zillow.com/homedetails/8435-Sands-Point-Dr-Houston-TX-77036/28421790_zpid/
House for sale,,Houston,TX,77036,"$317,000","8 bds, 2.0 ba ,3207 sqft",RE/MAX Fine Properties,https://www.zillow.com/homedetails/9119-Concho-St-Houston-TX-77036/28072806_zpid/
House for sale,,Houston,TX,77036,"$279,900","3 bds, 2.0 ba ,2121 sqft",World Wide Realty,https://www.zillow.com/homedetails/7823-Gulfton-St-Houston-TX-77036/28067885_zpid/
Townhouse for sale,,Houston,TX,77036,"$85,000","2 bds, 2.0 ba ,1103 sqft",Steel Door Realty,https://www.zillow.com/homedetails/8351-Sands-Point-Dr-Houston-TX-77036/2080257508_zpid/
Townhouse for sale,,Houston,TX,77036,"$48,900","1 bds, 1.0 ba ,684 sqft",Famous Town Realty,https://www.zillow.com/homedetails/9350-Country-Creek-Dr-APT-52-Houston-TX-77036/2080281876_zpid/
House for sale,,Houston,TX,77036,"$259,900","4 bds, 3.0 ba ,2415 sqft",Exceed Realty,https://www.zillow.com/homedetails/9126-Grape-St-Houston-TX-77036/28073055_zpid/
Townhouse for sale,,Houston,TX,77036,"$99,000","2 bds, 3.0 ba ,1416 sqft",RE/MAX Southwest,https://www.zillow.com/homedetails/7918-Prestwood-Dr-APT-9-Houston-TX-77036/28302344_zpid/
House for sale,,Houston,TX,77036,"$250,000","3 bds, 2.0 ba ,1818 sqft",Champions Real Estate Group,https://www.zillow.com/homedetails/8207-Sharpcrest-St-Houston-TX-77036/28071184_zpid/
Townhouse for sale,,Houston,TX,77036,"$89,000","2 bds, 3.0 ba ,1218 sqft",US Realty Group Inc.,https://www.zillow.com/homedetails/6001-Reims-Rd-APT-1417-Houston-TX-77036/28383033_zpid/
Townhouse for sale,,Houston,TX,77036,"$109,000","2 bds, 3.0 ba ,1416 sqft","Coldwell Banker United,",https://www.zillow.com/homedetails/7918-Prestwood-Dr-APT-23-Houston-TX-77036/28302358_zpid/
Townhouse for sale,,Houston,TX,77036,"$325,000","4 bds, 3.0 ba ,2348 sqft",Goldenlight Realty,https://www.zillow.com/homedetails/5915-Turtle-Beach-Ln-Houston-TX-77036/70303673_zpid/
Condo for sale,,Houston,TX,77036,"$69,000","2 bds, 2.0 ba ,980 sqft","Houston - WEICHERT, REALTORS - The Murray Group",https://www.zillow.com/homedetails/9117-Imogene-St-117-Houston-TX-77036/28406155_zpid/
