title,address,city,state,postal_code,price,facts and features,real estate provider,url
House for sale,,Missouri City,TX,77489,"$185,000","3 bds, 3.0 ba ,2113 sqft",Keller Williams Realty -SW,https://www.zillow.com/homedetails/16611-Quail-Briar-Dr-Missouri-City-TX-77489/27592749_zpid/
New construction,,Missouri City,TX,77489,"$216,610","3 bds, 2.0 ba ,1501 sqft",Centex Homes,https://www.zillow.com/homedetails/1742-Avocet-Way-Missouri-City-TX-77489/2081675075_zpid/
New construction,,Missouri City,TX,77489,"$238,090","3 bds, 3.0 ba ,2374 sqft",Centex Homes,https://www.zillow.com/homedetails/1710-Avocet-Way-Missouri-City-TX-77489/2081299557_zpid/
New construction,,Missouri City,TX,77489,"$244,710","3 bds, 3.0 ba ,2374 sqft",Centex Homes,https://www.zillow.com/homedetails/1730-Avocet-Way-Missouri-City-TX-77489/2081675079_zpid/
New construction,,Missouri City,TX,77489,"$253,710","4 bds, 3.0 ba ,2617 sqft",Centex Homes,https://www.zillow.com/homedetails/1706-Avocet-Way-Missouri-City-TX-77489/2081299553_zpid/
House for sale,,Missouri City,TX,77489,"$220,000","3 bds, 2.0 ba ,1590 sqft",Keller Williams Realty,https://www.zillow.com/homedetails/1022-Manorglen-Dr-Missouri-City-TX-77489/27566441_zpid/
House for sale,,Missouri City,TX,77489,"$189,900","3 bds, 2.0 ba ,1854 sqft",United Real Estate,https://www.zillow.com/homedetails/1642-Castle-Creek-Dr-Missouri-City-TX-77489/27564866_zpid/
House for sale,,Missouri City,TX,77489,"$185,000","3 bds, 3.0 ba ,2203 sqft",Universal Realty & Management,https://www.zillow.com/homedetails/2350-River-Valley-Dr-Missouri-City-TX-77489/27577193_zpid/
Lot / Land for sale,,Missouri City,TX,77489,"$69,000","None bds, None ba ,None sqft",RE/ImageProperties and Investm,https://www.zillow.com/homedetails/8602-Running-Bird-Ln-Missouri-City-TX-77489/122509506_zpid/
House for sale,,Missouri City,TX,77489,"$179,900","3 bds, 2.0 ba ,1698 sqft",Champions Real Estate Group,https://www.zillow.com/homedetails/8319-Bee-Meadow-Ln-Missouri-City-TX-77489/27590569_zpid/
House for sale,,Missouri City,TX,77489,"$179,990","4 bds, 2.0 ba ,1836 sqft","First Houston Mgmt., Co",https://www.zillow.com/homedetails/1819-Ripple-Creek-Dr-Missouri-City-TX-77489/27591301_zpid/
Auction,,Missouri City,TX,77489,"$118,800","3 bds, 2.0 ba ,1672 sqft",Owners.com,https://www.zillow.com/homedetails/16327-Hunting-Dog-Ct-Missouri-City-TX-77489/27592525_zpid/
House for sale,,Missouri City,TX,77489,"$169,100","4 bds, 3.0 ba ,2235 sqft",Exceed Realty,https://www.zillow.com/homedetails/2319-Walnut-Ridge-Dr-Missouri-City-TX-77489/27577173_zpid/
Auction,,Missouri City,TX,77489,"$164,900","4 bds, 3.0 ba ,2198 sqft",,https://www.zillow.com/homedetails/2310-Broadgreen-Dr-Missouri-City-TX-77489/27577254_zpid/
Foreclosed,,Missouri City,TX,77489,,"3 bds, 2.0 ba ,2172 sqft",,https://www.zillow.com/homedetails/1835-Fresh-Meadow-Dr-Missouri-City-TX-77489/27591266_zpid/
Foreclosed,,Missouri City,TX,77489,,"3 bds, 2.0 ba ,1695 sqft",,https://www.zillow.com/homedetails/2606-Cotton-Cir-Missouri-City-TX-77489/27594835_zpid/
Townhouse for sale,,Missouri City,TX,77489,"$80,000","3 bds, 2.0 ba ,1460 sqft","GMO Realty & Management, LLC",https://www.zillow.com/homedetails/6877-Chasewood-Dr-Missouri-City-TX-77489/27626368_zpid/
House for sale,,Missouri City,TX,77489,"$265,000","5 bds, 4.0 ba ,2481 sqft",Connect Realty,https://www.zillow.com/homedetails/1158-Crestmont-Place-Loop-Missouri-City-TX-77489/84752428_zpid/
