title,address,city,state,postal_code,price,facts and features,real estate provider,url
Townhouse for sale,,Houston,TX,77027,"$168,000","3 bds, 2.0 ba ,1367 sqft",My Castle Realty,https://www.zillow.com/homedetails/4633-Wild-Indigo-St-APT-536-Houston-TX-77027/28352914_zpid/
House for sale,,Houston,TX,77027,"$2,750,000","4 bds, 5.0 ba ,4821 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/3407-Banbury-Pl-Houston-TX-77027/27959771_zpid/
New construction,,Houston,TX,77027,"$2,600,000","3 bds, 4.0 ba ,3199 sqft",Douglas Elliman,https://www.zillow.com/homedetails/3433-Westheimer-Rd-202-Houston-TX-77027/161442351_zpid/
New construction,,Houston,TX,77027,"$1,600,000","3 bds, 3.0 ba ,2815 sqft",Cotton Properties,https://www.zillow.com/homedetails/4521-San-Felipe-St-UNIT-2005-Houston-TX-77027/305351175_zpid/
House for sale,,Houston,TX,77027,"$1,299,000","3 bds, 6.0 ba ,4245 sqft",Greenwood King Properties,https://www.zillow.com/homedetails/2635-Sutton-Ct-Houston-TX-77027/28529091_zpid/
House for sale,,Houston,TX,77027,"$1,498,000","3 bds, 4.0 ba ,4050 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/2139-Bancroft-St-Houston-TX-77027/121102504_zpid/
Lot / Land for sale,,Houston,TX,77027,"$4,000,000","2 bds, None ba ,1410 sqft",Transwestern,https://www.zillow.com/homedetails/55-Briar-Hollow-Ln-Houston-TX-77027/84025829_zpid/
House for sale,,Houston,TX,77027,"$1,495,000","3 bds, 4.0 ba ,4050 sqft",Better Homes and Gardens Real Estate Gary Greene,https://www.zillow.com/homedetails/2141-Bancroft-St-Houston-TX-77027/120577089_zpid/
Condo for sale,,Houston,TX,77027,"$699,000","2 bds, 2.0 ba ,1497 sqft",Century 21 Olympian Fine Homes,https://www.zillow.com/homedetails/3711-San-Felipe-St-UNIT-10C-Houston-TX-77027/28301885_zpid/
New construction,,Houston,TX,77027,"$1,500,000","1 bds, 2.0 ba ,1433 sqft",C & K Properties,https://www.zillow.com/homedetails/3433-Westheimer-Rd-1004-Houston-TX-77027/161438706_zpid/
House for sale,,Houston,TX,77027,"$2,099,000","4 bds, 8.0 ba ,5712 sqft",Martha Turner Sotheby's,https://www.zillow.com/homedetails/4519-W-Alabama-St-Houston-TX-77027/27959744_zpid/
House for sale,,Houston,TX,77027,"$2,475,000","5 bds, 6.0 ba ,5735 sqft",Martha Turner Sotheby's,https://www.zillow.com/homedetails/4033-Ella-Lee-Ln-Houston-TX-77027/27946380_zpid/
Townhouse for sale,,Houston,TX,77027,"$680,000","3 bds, 4.0 ba ,2073 sqft",Nino Properties,https://www.zillow.com/homedetails/2162-Briarglen-Dr-Houston-TX-77027/97650395_zpid/
House for sale,,Houston,TX,77027,"$1,895,000","4 bds, 4.0 ba ,4499 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/3842-Ella-Lee-Ln-Houston-TX-77027/27914822_zpid/
New construction,,Houston,TX,77027,"$4,100,000","5 bds, 7.0 ba ,5537 sqft",Douglas Elliman,https://www.zillow.com/homedetails/3470-Wickersham-Ln-Houston-TX-77027/27845655_zpid/
Condo for sale,,Houston,TX,77027,"$349,900","1 bds, 2.0 ba ,891 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/2207-Bancroft-St-402-Houston-TX-77027/2131873214_zpid/
House for sale,,Houston,TX,77027,"$6,900,000","4 bds, 6.0 ba ,8268 sqft",Unique Incorporated,https://www.zillow.com/homedetails/61-Briar-Hollow-Ln-Houston-TX-77027/27948458_zpid/
New construction,,Houston,TX,77027,"$649,990","3 bds, 4.0 ba ,2557 sqft",Urban Living,https://www.zillow.com/homedetails/4746-Aftonshire-Dr-Houston-TX-77027/2079657929_zpid/
New construction,,Houston,TX,77027,"$649,990","3 bds, 4.0 ba ,2557 sqft",Urban Living,https://www.zillow.com/homedetails/4744-Aftonshire-Dr-Houston-TX-77027/2100767200_zpid/
Condo for sale,,Houston,TX,77027,"$775,000","2 bds, 3.0 ba ,1503 sqft",REALM Real Estate Professional,https://www.zillow.com/homedetails/4521-San-Felipe-St-1904-Houston-TX-77027/305341797_zpid/
House for sale,,Houston,TX,77027,"$1,369,000","4 bds, 6.0 ba ,3371 sqft",Tammy Bateman Properties,https://www.zillow.com/homedetails/4027-Markham-St-Houston-TX-77027/27962917_zpid/
Townhouse for sale,,Houston,TX,77027,"$195,000","2 bds, 2.0 ba ,1068 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/4040-San-Felipe-St-APT-109-Houston-TX-77027/28262796_zpid/
Condo for sale,,Houston,TX,77027,"$589,000","3 bds, 2.0 ba ,2193 sqft","Neartown, REALTORS",https://www.zillow.com/homedetails/49-Briar-Hollow-Ln-UNIT-1103-Houston-TX-77027/28424948_zpid/
Townhouse for sale,,Houston,TX,77027,"$145,000","1 bds, 1.0 ba ,600 sqft",Keller Williams Realty,https://www.zillow.com/homedetails/3224-Timmons-Ln-APT-136-Houston-TX-77027/28327071_zpid/
Condo for sale,,Houston,TX,77027,"$585,000","2 bds, 2.0 ba ,1290 sqft",Beth Wolff REALTORS® Real Living,https://www.zillow.com/homedetails/2207-Bancroft-St-607-Houston-TX-77027/2132200689_zpid/
Townhouse for sale,,Houston,TX,77027,"$769,000","3 bds, 5.0 ba ,3387 sqft",Martha Turner Sotheby's,https://www.zillow.com/homedetails/2911-Mid-Ln-Houston-TX-77027/62586063_zpid/
New construction,,Houston,TX,77027,"$6,495,000","5 bds, 7.0 ba ,7338 sqft","CMBATTS Developers, LLC",https://www.zillow.com/homedetails/3409-Ella-Lee-Ln-Houston-TX-77027/27845617_zpid/
Townhouse for sale,,Houston,TX,77027,"$109,900","1 bds, 1.0 ba ,702 sqft",RE/MAX Top Realty,https://www.zillow.com/homedetails/4631-Wild-Indigo-St-APT-567-Houston-TX-77027/28352945_zpid/
House for sale,,Houston,TX,77027,"$2,295,000","4 bds, 6.0 ba ,5902 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/2803-Westgrove-Ln-Houston-TX-77027/27934586_zpid/
