title,address,city,state,postal_code,price,facts and features,real estate provider,url
House for sale,,Bellaire,TX,77401,"$1,200,000","5 bds, 3.0 ba ,4074 sqft",Keller Williams Realty,https://www.zillow.com/homedetails/5415-Holly-St-Bellaire-TX-77401/27877889_zpid/
House for sale,,Bellaire,TX,77401,"$1,049,000","5 bds, 4.0 ba ,4090 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/4519-Palmetto-St-Bellaire-TX-77401/27888745_zpid/
New construction,,Bellaire,TX,77401,"$794,900","3 bds, 3.0 ba ,2540 sqft",In Town Properties,https://www.zillow.com/homedetails/1009-Howard-Ln-Bellaire-TX-77401/2079437672_zpid/
House for sale,,Bellaire,TX,77401,"$629,000","3 bds, 3.0 ba ,2416 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/4818-Cedar-St-Bellaire-TX-77401/27744488_zpid/
House for sale,,Bellaire,TX,77401,"$2,290,000","5 bds, 7.0 ba ,8534 sqft",Fidelity Realtors and Services,https://www.zillow.com/homedetails/5318-Pine-St-Bellaire-TX-77401/27877743_zpid/
House for sale,,Bellaire,TX,77401,"$849,000","5 bds, 4.0 ba ,3655 sqft",Keller Williams Realty,https://www.zillow.com/homedetails/1113-Mulberry-Ln-Bellaire-TX-77401/27909773_zpid/
House for sale,,Bellaire,TX,77401,"$1,399,000","4 bds, 4.0 ba ,3293 sqft","Compass RE Texas, LLC",https://www.zillow.com/homedetails/4949-Willow-St-Bellaire-TX-77401/27744580_zpid/
House for sale,,Bellaire,TX,77401,"$1,099,000","5 bds, 5.0 ba ,4695 sqft",Norman Wilson Realty,https://www.zillow.com/homedetails/4625-Birch-St-Bellaire-TX-77401/27945958_zpid/
House for sale,,Bellaire,TX,77401,"$899,000","4 bds, 4.0 ba ,3859 sqft","ColdwellBanker United,",https://www.zillow.com/homedetails/5301-Evergreen-St-Bellaire-TX-77401/84044026_zpid/
House for sale,,Bellaire,TX,77401,"$1,199,900","4 bds, 4.0 ba ,4094 sqft",Hazel Munoz,https://www.zillow.com/homedetails/4709-Holt-St-Bellaire-TX-77401/27947922_zpid/
House for sale,,Bellaire,TX,77401,"$395,000","4 bds, 3.0 ba ,2607 sqft",Chiriboga Realty LLC,https://www.zillow.com/homedetails/706-Atwell-St-Bellaire-TX-77401/27991466_zpid/
New construction,,Bellaire,TX,77401,"$664,900","3 bds, 3.0 ba ,2543 sqft",In Town Properties,https://www.zillow.com/homedetails/1007-Howard-Ln-Bellaire-TX-77401/2079479803_zpid/
New construction,,Bellaire,TX,77401,"$754,900","3 bds, 3.0 ba ,2540 sqft",In Town Properties,https://www.zillow.com/homedetails/5611-Newcastle-Dr-Bellaire-TX-77401/2079493258_zpid/
New construction,,Bellaire,TX,77401,"$634,900","3 bds, 3.0 ba ,2532 sqft",In Town Properties,https://www.zillow.com/homedetails/5613-Newcastle-Dr-Bellaire-TX-77401/2079494592_zpid/
Townhouse for sale,,Bellaire,TX,77401,"$549,888","3 bds, 4.0 ba ,2697 sqft",Keller Williams Realty,https://www.zillow.com/homedetails/110-Phanturn-Ln-Bellaire-TX-77401/28173277_zpid/
House for sale,,Bellaire,TX,77401,"$1,185,900","4 bds, 4.0 ba ,4020 sqft",Clark Warthen Properties,https://www.zillow.com/homedetails/4311-Compton-Cir-Bellaire-TX-77401/27969263_zpid/
House for sale,,Bellaire,TX,77401,"$1,349,000","5 bds, 5.0 ba ,4665 sqft",Douglas Elliman,https://www.zillow.com/homedetails/802-N-3rd-St-Bellaire-TX-77401/27908311_zpid/
House for sale,,Bellaire,TX,77401,"$599,000","3 bds, 3.0 ba ,2072 sqft",Lone Star Realty,https://www.zillow.com/homedetails/5410-Patrick-Henry-St-Bellaire-TX-77401/27963642_zpid/
House for sale,,Bellaire,TX,77401,"$1,450,000","4 bds, 5.0 ba ,3947 sqft",Greenwood King Properties,https://www.zillow.com/homedetails/4403-Acacia-St-Bellaire-TX-77401/27879165_zpid/
House for sale,,Bellaire,TX,77401,"$1,536,000","4 bds, 5.0 ba ,5290 sqft",Creekstone Real Estate,https://www.zillow.com/homedetails/4617-Laurel-St-Bellaire-TX-77401/84058771_zpid/
House for sale,,Bellaire,TX,77401,"$850,000","4 bds, 5.0 ba ,3381 sqft",Prime Realty Group,https://www.zillow.com/homedetails/5203-Laurel-St-Bellaire-TX-77401/27744998_zpid/
House for sale,,Bellaire,TX,77401,"$1,549,000","5 bds, 5.0 ba ,5833 sqft",Martha Turner Sotheby's,https://www.zillow.com/homedetails/4909-Valerie-St-Bellaire-TX-77401/27947839_zpid/
House for sale,,Bellaire,TX,77401,"$849,000","3 bds, 4.0 ba ,2712 sqft",Champions Real Estate Group,https://www.zillow.com/homedetails/4800-Holly-St-Bellaire-TX-77401/27947824_zpid/
House for sale,,Bellaire,TX,77401,"$725,000","4 bds, 4.0 ba ,3101 sqft","Bernstein Realty, Inc.",https://www.zillow.com/homedetails/4309-Jane-St-Bellaire-TX-77401/27836015_zpid/
Lot / Land for sale,,Bellaire,TX,77401,"$439,900","0 bds, None ba ,2128 sqft",World Wide Realty,https://www.zillow.com/homedetails/4429-Betty-St-Bellaire-TX-77401/27836203_zpid/
House for sale,,Bellaire,TX,77401,"$1,355,000","5 bds, 4.0 ba ,4100 sqft","Coldwell Banker United,",https://www.zillow.com/homedetails/5205-Mimosa-Dr-Bellaire-TX-77401/27967686_zpid/
House for sale,,Bellaire,TX,77401,"$1,275,000","5 bds, 6.0 ba ,5285 sqft","Bernstein Realty, Inc.",https://www.zillow.com/homedetails/4710-Holt-St-Bellaire-TX-77401/27947902_zpid/
